Time,Node,CarCount,BikeCount,BusCount,TruckCount,TrafficSituation
9:15:00 PM,11,78,17,17,27,high
9:30:00 PM,11,98,16,16,21,high
9:45:00 PM,11,86,13,11,35,high
10:00:00 PM,11,18,4,0,16,normal
10:15:00 PM,11,18,5,0,12,low
10:30:00 PM,11,18,2,1,25,normal
10:45:00 PM,11,18,1,0,17,normal
11:00:00 PM,11,18,5,0,21,normal
11:15:00 PM,11,18,0,1,12,low
11:30:00 PM,11,18,3,1,28,normal
11:45:00 PM,11,18,4,1,40,normal
12:00:00 AM,12,18,1,1,39,normal
12:15:00 AM,12,18,4,0,30,normal
12:30:00 AM,12,18,5,1,13,normal
12:45:00 AM,12,18,2,0,37,normal
1:00:00 AM,12,18,0,0,13,normal
1:15:00 AM,12,18,5,0,11,low
1:30:00 AM,12,18,5,1,12,low
1:45:00 AM,12,18,1,1,16,normal
2:00:00 AM,12,18,1,1,34,normal
2:15:00 AM,12,18,1,0,24,normal
2:30:00 AM,12,18,0,0,23,normal
2:45:00 AM,12,18,0,0,27,normal
3:00:00 AM,12,18,5,0,28,normal
3:15:00 AM,12,18,1,0,14,normal
3:30:00 AM,12,18,5,0,25,normal
3:45:00 AM,12,18,4,1,30,normal
4:00:00 AM,12,18,5,1,30,normal
4:15:00 AM,12,62,24,7,2,low
4:30:00 AM,12,51,23,6,1,low
4:45:00 AM,12,114,23,10,19,normal
5:00:00 AM,12,85,22,9,9,normal
5:15:00 AM,12,102,24,4,20,normal
5:30:00 AM,12,101,18,3,17,normal
5:45:00 AM,12,116,19,0,17,normal
6:00:00 AM,12,117,38,50,5,heavy
6:15:00 AM,12,114,32,34,2,heavy
6:30:00 AM,12,120,17,23,1,normal
6:45:00 AM,12,145,20,25,2,heavy
7:00:00 AM,12,125,30,48,1,heavy
7:15:00 AM,12,103,27,45,1,heavy
7:30:00 AM,12,114,20,43,1,heavy
7:45:00 AM,12,145,10,44,1,heavy
8:00:00 AM,12,147,31,20,4,heavy
8:15:00 AM,12,104,24,40,0,heavy
8:30:00 AM,12,124,11,22,0,normal
8:45:00 AM,12,101,37,31,4,heavy
9:00:00 AM,12,144,30,37,1,heavy
9:15:00 AM,12,24,18,37,18,normal
9:30:00 AM,12,24,8,17,25,normal
9:45:00 AM,12,16,22,12,20,normal
10:00:00 AM,12,26,2,39,26,normal
10:15:00 AM,12,90,7,18,15,normal
10:30:00 AM,12,59,6,11,11,low
10:45:00 AM,12,28,7,22,18,normal
11:00:00 AM,12,60,5,14,21,normal
11:15:00 AM,12,69,9,8,23,normal
11:30:00 AM,12,59,9,12,26,normal
11:45:00 AM,12,24,10,5,21,normal
12:00:00 PM,12,41,7,7,21,normal
12:15:00 PM,12,48,10,9,29,normal
12:30:00 PM,12,59,10,14,23,normal
12:45:00 PM,12,67,7,12,28,high
1:00:00 PM,12,52,9,8,20,normal
1:15:00 PM,12,45,26,29,10,normal
1:30:00 PM,12,14,21,7,18,normal
1:45:00 PM,12,55,22,24,10,normal
2:00:00 PM,12,45,14,39,5,normal
2:15:00 PM,12,90,17,16,11,normal
2:30:00 PM,12,33,21,25,5,normal
2:45:00 PM,12,118,25,31,13,heavy
3:00:00 PM,12,86,28,13,5,normal
3:15:00 PM,12,105,29,22,12,heavy
3:30:00 PM,12,10,19,26,8,normal
3:45:00 PM,12,46,22,18,9,normal
4:00:00 PM,12,105,35,48,6,heavy
4:15:00 PM,12,135,37,34,5,heavy
4:30:00 PM,12,103,29,44,6,heavy
4:45:00 PM,12,113,13,42,10,heavy
5:00:00 PM,12,103,20,27,9,high
5:15:00 PM,12,150,13,20,9,heavy
5:30:00 PM,12,116,25,33,8,heavy
5:45:00 PM,12,109,16,41,9,heavy
6:00:00 PM,12,112,11,50,5,heavy
6:15:00 PM,12,104,31,30,5,heavy
6:30:00 PM,12,146,18,40,6,heavy
6:45:00 PM,12,110,24,10,29,heavy
7:00:00 PM,12,60,15,12,25,high
7:15:00 PM,12,103,9,14,29,high
7:30:00 PM,12,102,6,15,6,normal
7:45:00 PM,12,51,17,16,8,normal
8:00:00 PM,12,62,12,11,18,normal
8:15:00 PM,12,103,14,12,5,normal
8:30:00 PM,12,50,7,11,23,normal
8:45:00 PM,12,80,14,20,6,normal
9:00:00 PM,12,98,13,18,21,high
9:15:00 PM,12,53,25,20,13,normal
9:30:00 PM,12,52,8,10,27,normal
9:45:00 PM,12,71,23,13,21,high
10:00:00 PM,12,17,3,0,29,normal
10:15:00 PM,12,20,5,1,36,normal
10:30:00 PM,12,15,0,0,32,normal
10:45:00 PM,12,15,0,1,20,normal
11:00:00 PM,12,14,2,0,23,normal
11:15:00 PM,12,13,1,0,29,normal
11:30:00 PM,12,14,5,0,31,normal
11:45:00 PM,12,16,3,0,33,normal
12:00:00 AM,13,18,4,1,15,normal
12:15:00 AM,13,20,0,1,23,normal
12:30:00 AM,13,19,3,0,16,normal
12:45:00 AM,13,10,3,0,12,low
1:00:00 AM,13,10,4,0,23,normal
1:15:00 AM,13,12,5,0,29,normal
1:30:00 AM,13,10,0,0,39,normal
1:45:00 AM,13,16,2,1,21,normal
2:00:00 AM,13,18,4,1,36,normal
2:15:00 AM,13,15,1,0,14,normal
2:30:00 AM,13,17,4,0,13,normal
2:45:00 AM,13,18,3,1,24,normal
3:00:00 AM,13,19,2,0,11,low
3:15:00 AM,13,19,3,0,21,normal
3:30:00 AM,13,19,3,1,31,normal
3:45:00 AM,13,14,2,1,19,normal
4:00:00 AM,13,11,0,0,27,normal
4:15:00 AM,13,27,6,1,11,low
4:30:00 AM,13,33,11,6,13,normal
4:45:00 AM,13,63,6,7,10,low
5:00:00 AM,13,58,13,4,15,normal
5:15:00 AM,13,57,11,7,10,low
5:30:00 AM,13,63,10,6,12,low
5:45:00 AM,13,74,9,0,15,normal
6:00:00 AM,13,71,9,7,10,low
6:15:00 AM,13,33,9,6,13,normal
6:30:00 AM,13,29,6,1,12,low
6:45:00 AM,13,32,9,3,11,low
7:00:00 AM,13,57,14,3,11,low
7:15:00 AM,13,31,11,0,14,normal
7:30:00 AM,13,30,9,3,10,low
7:45:00 AM,13,61,8,7,12,low
8:00:00 AM,13,47,10,4,10,low
8:15:00 AM,13,80,16,4,15,normal
8:30:00 AM,13,49,10,2,10,low
8:45:00 AM,13,58,7,5,13,normal
9:00:00 AM,13,53,19,1,10,low
9:15:00 AM,13,132,47,25,0,heavy
9:30:00 AM,13,131,52,15,0,heavy
9:45:00 AM,13,171,59,27,3,heavy
10:00:00 AM,13,131,43,20,3,heavy
10:15:00 AM,13,177,56,12,4,heavy
10:30:00 AM,13,160,47,30,3,heavy
10:45:00 AM,13,178,68,28,4,heavy
11:00:00 AM,13,169,70,20,3,heavy
11:15:00 AM,13,133,56,25,2,heavy
11:30:00 AM,13,151,52,13,0,heavy
11:45:00 AM,13,179,46,27,3,heavy
12:00:00 PM,13,144,68,20,0,heavy
12:15:00 PM,13,162,46,19,2,heavy
12:30:00 PM,13,159,44,23,2,heavy
12:45:00 PM,13,174,67,30,1,heavy
1:00:00 PM,13,136,57,29,4,heavy
1:15:00 PM,13,156,42,12,3,heavy
1:30:00 PM,13,175,63,19,3,heavy
1:45:00 PM,13,172,62,20,2,heavy
2:00:00 PM,13,171,49,15,0,heavy
2:15:00 PM,13,172,65,18,2,heavy
2:30:00 PM,13,176,50,13,1,heavy
2:45:00 PM,13,153,50,23,3,heavy
3:00:00 PM,13,148,64,27,0,heavy
3:15:00 PM,13,56,28,6,2,low
3:30:00 PM,13,88,26,25,0,normal
3:45:00 PM,13,82,23,14,0,normal
4:00:00 PM,13,77,20,7,0,low
4:15:00 PM,13,66,24,1,0,low
4:30:00 PM,13,72,22,8,2,low
4:45:00 PM,13,62,28,21,2,normal
5:00:00 PM,13,66,26,4,1,low
5:15:00 PM,13,85,20,4,0,low
5:30:00 PM,13,87,24,11,2,normal
5:45:00 PM,13,67,28,25,0,normal
6:00:00 PM,13,70,26,16,2,normal
6:15:00 PM,13,62,20,20,1,normal
6:30:00 PM,13,67,29,1,0,low
6:45:00 PM,13,65,25,1,1,low
7:00:00 PM,13,76,24,23,0,normal
7:15:00 PM,13,42,1,5,11,low
7:30:00 PM,13,42,10,3,1,low
7:45:00 PM,13,31,11,1,12,low
8:00:00 PM,13,47,7,3,6,low
8:15:00 PM,13,28,7,2,4,low
8:30:00 PM,13,22,3,6,1,low
8:45:00 PM,13,29,1,7,5,low
9:00:00 PM,13,43,9,1,11,low
9:15:00 PM,13,23,3,3,8,low
9:30:00 PM,13,21,2,5,15,normal
9:45:00 PM,13,31,2,1,9,low
10:00:00 PM,13,15,5,0,18,normal
10:15:00 PM,13,11,2,0,15,normal
10:30:00 PM,13,12,0,1,17,normal
10:45:00 PM,13,18,3,0,18,normal
11:00:00 PM,13,19,1,0,31,normal
11:15:00 PM,13,17,0,0,22,normal
11:30:00 PM,13,15,5,0,14,normal
11:45:00 PM,13,15,1,1,24,normal
12:00:00 AM,14,18,4,0,33,normal
12:15:00 AM,14,14,4,0,34,normal
12:30:00 AM,14,14,0,1,19,normal
12:45:00 AM,14,19,3,0,36,normal
1:00:00 AM,14,10,4,1,21,normal
1:15:00 AM,14,19,1,0,19,normal
1:30:00 AM,14,18,5,0,26,normal
1:45:00 AM,14,17,1,1,25,normal
2:00:00 AM,14,20,2,0,12,low
2:15:00 AM,14,15,5,0,15,normal
2:30:00 AM,14,11,4,0,14,normal
2:45:00 AM,14,14,3,1,18,normal
3:00:00 AM,14,13,2,0,39,normal
3:15:00 AM,14,17,5,0,29,normal
3:30:00 AM,14,13,5,0,31,normal
3:45:00 AM,14,18,5,0,35,normal
4:00:00 AM,14,15,4,0,16,normal
4:15:00 AM,14,55,15,5,3,low
4:30:00 AM,14,76,10,7,9,low
4:45:00 AM,14,98,0,9,19,normal
5:00:00 AM,14,98,12,6,6,normal
5:15:00 AM,14,103,2,10,20,normal
5:30:00 AM,14,93,17,8,12,normal
5:45:00 AM,14,115,27,9,16,normal
6:00:00 AM,14,120,12,22,3,normal
6:15:00 AM,14,142,18,27,0,heavy
6:30:00 AM,14,117,29,49,2,heavy
6:45:00 AM,14,126,36,24,0,heavy
7:00:00 AM,14,110,39,38,5,heavy
7:15:00 AM,14,149,20,39,5,heavy
7:30:00 AM,14,109,29,23,5,normal
7:45:00 AM,14,124,34,24,4,heavy
8:00:00 AM,14,149,35,32,1,heavy
8:15:00 AM,14,125,32,38,4,heavy
8:30:00 AM,14,101,23,38,1,high
8:45:00 AM,14,137,36,30,0,heavy
9:00:00 AM,14,139,15,21,3,heavy
9:15:00 AM,14,19,3,29,9,normal
9:30:00 AM,14,13,11,39,7,normal
9:45:00 AM,14,31,2,29,27,normal
10:00:00 AM,14,18,24,21,22,normal
10:15:00 AM,14,26,12,14,13,normal
10:30:00 AM,14,31,15,13,28,normal
10:45:00 AM,14,12,22,8,11,low
11:00:00 AM,14,54,5,13,23,normal
11:15:00 AM,14,59,7,13,21,normal
11:30:00 AM,14,58,8,6,23,normal
11:45:00 AM,14,53,8,9,25,normal
12:00:00 PM,14,54,7,7,20,normal
12:15:00 PM,14,39,10,4,29,normal
12:30:00 PM,14,38,9,8,22,normal
12:45:00 PM,14,36,5,10,23,normal
1:00:00 PM,14,68,6,12,24,normal
1:15:00 PM,14,50,18,26,14,normal
1:30:00 PM,14,120,28,22,20,heavy
1:45:00 PM,14,60,14,28,9,normal
2:00:00 PM,14,105,14,8,19,normal
2:15:00 PM,14,89,27,18,8,normal
2:30:00 PM,14,28,17,31,10,normal
2:45:00 PM,14,79,14,23,6,normal
3:00:00 PM,14,15,11,30,14,normal
3:15:00 PM,14,77,27,23,18,normal
3:30:00 PM,14,19,14,24,6,normal
3:45:00 PM,14,79,13,28,7,high
4:00:00 PM,14,114,10,22,9,normal
4:15:00 PM,14,150,30,22,5,heavy
4:30:00 PM,14,142,23,25,7,heavy
4:45:00 PM,14,111,36,25,6,heavy
5:00:00 PM,14,143,37,38,8,heavy
5:15:00 PM,14,120,37,43,10,heavy
5:30:00 PM,14,147,20,49,7,normal
5:45:00 PM,14,140,22,27,5,heavy
6:00:00 PM,14,128,37,20,9,heavy
6:15:00 PM,14,114,23,42,10,heavy
6:30:00 PM,14,117,20,22,9,heavy
6:45:00 PM,14,93,24,17,23,high
7:00:00 PM,14,65,15,15,8,low
7:15:00 PM,14,100,22,14,8,normal
7:30:00 PM,14,85,12,11,18,normal
7:45:00 PM,14,56,7,12,12,low
8:00:00 PM,14,50,12,15,18,normal
8:15:00 PM,14,74,9,11,12,low
8:30:00 PM,14,73,15,18,7,normal
8:45:00 PM,14,99,13,20,30,high
9:00:00 PM,14,110,14,17,8,normal
9:15:00 PM,14,82,5,12,34,high
9:30:00 PM,14,58,19,12,17,normal
9:45:00 PM,14,70,10,14,32,high
10:00:00 PM,14,10,1,0,33,normal
10:15:00 PM,14,14,1,1,40,normal
10:30:00 PM,14,17,1,1,17,normal
10:45:00 PM,14,12,4,1,22,normal
11:00:00 PM,14,15,0,0,16,normal
11:15:00 PM,14,13,4,0,25,normal
11:30:00 PM,14,14,5,1,12,low
11:45:00 PM,14,18,1,1,35,normal
12:00:00 AM,15,18,5,1,19,normal
12:15:00 AM,15,19,3,0,38,normal
12:30:00 AM,15,13,0,1,12,low
12:45:00 AM,15,20,0,1,38,normal
1:00:00 AM,15,20,1,1,24,normal
1:15:00 AM,15,17,3,1,17,normal
1:30:00 AM,15,12,3,1,35,normal
1:45:00 AM,15,19,0,1,30,normal
2:00:00 AM,15,19,2,1,30,normal
2:15:00 AM,15,18,1,0,16,normal
2:30:00 AM,15,11,0,0,31,normal
2:45:00 AM,15,10,1,1,12,low
3:00:00 AM,15,16,1,0,24,normal
3:15:00 AM,15,18,3,0,28,normal
3:30:00 AM,15,20,1,1,39,normal
3:45:00 AM,15,19,3,1,27,normal
4:00:00 AM,15,14,1,1,34,normal
4:15:00 AM,15,61,26,1,16,normal
4:30:00 AM,15,72,26,6,4,low
4:45:00 AM,15,86,24,3,18,normal
5:00:00 AM,15,75,1,8,10,low
5:15:00 AM,15,75,1,7,9,low
5:30:00 AM,15,93,5,4,1,low
5:45:00 AM,15,111,6,2,5,normal
6:00:00 AM,15,111,18,41,2,heavy
6:15:00 AM,15,114,27,46,0,heavy
6:30:00 AM,15,139,19,50,2,heavy
6:45:00 AM,15,109,14,38,1,high
7:00:00 AM,15,105,16,22,3,normal
7:15:00 AM,15,150,13,31,4,heavy
7:30:00 AM,15,122,13,47,3,heavy
7:45:00 AM,15,114,24,46,2,heavy
8:00:00 AM,15,119,36,41,0,heavy
8:15:00 AM,15,108,35,39,0,heavy
8:30:00 AM,15,113,18,28,1,high
8:45:00 AM,15,118,36,37,0,heavy
9:00:00 AM,15,113,35,48,3,heavy
9:15:00 AM,15,66,7,22,30,high
9:30:00 AM,15,64,12,27,8,normal
9:45:00 AM,15,37,5,13,11,low
10:00:00 AM,15,82,17,31,20,high
10:15:00 AM,15,63,5,23,12,normal
10:30:00 AM,15,20,12,16,24,normal
10:45:00 AM,15,46,5,34,9,normal
11:00:00 AM,15,35,9,8,29,normal
11:15:00 AM,15,33,9,11,21,normal
11:30:00 AM,15,32,9,10,30,normal
11:45:00 AM,15,62,10,6,22,normal
12:00:00 PM,15,62,10,11,22,normal
12:15:00 PM,15,54,10,12,25,normal
12:30:00 PM,15,48,8,15,23,normal
12:45:00 PM,15,20,10,12,24,normal
1:00:00 PM,15,35,10,5,30,normal
1:15:00 PM,15,112,15,40,10,heavy
1:30:00 PM,15,51,21,25,13,normal
1:45:00 PM,15,53,12,23,8,normal
2:00:00 PM,15,63,22,18,15,normal
2:15:00 PM,15,50,23,16,8,normal
2:30:00 PM,15,94,20,35,17,high
2:45:00 PM,15,7,27,39,17,normal
3:00:00 PM,15,109,18,13,6,normal
3:15:00 PM,15,18,27,19,6,normal
3:30:00 PM,15,21,30,5,5,low
3:45:00 PM,15,49,16,9,12,low
4:00:00 PM,15,129,28,40,6,heavy
4:15:00 PM,15,141,18,28,8,heavy
4:30:00 PM,15,131,14,43,7,heavy
4:45:00 PM,15,105,38,23,5,heavy
5:00:00 PM,15,125,35,37,5,heavy
5:15:00 PM,15,127,36,42,9,heavy
5:30:00 PM,15,129,22,25,9,heavy
5:45:00 PM,15,121,39,47,8,heavy
6:00:00 PM,15,138,29,42,9,heavy
6:15:00 PM,15,119,26,21,5,heavy
6:30:00 PM,15,138,17,48,8,heavy
6:45:00 PM,15,72,12,14,32,high
7:00:00 PM,15,92,23,20,30,high
7:15:00 PM,15,94,17,11,24,high
7:30:00 PM,15,102,25,12,24,high
7:45:00 PM,15,71,23,17,14,normal
8:00:00 PM,15,58,5,19,25,normal
8:15:00 PM,15,93,22,18,10,normal
8:30:00 PM,15,59,23,10,35,high
8:45:00 PM,15,57,20,10,20,normal
9:00:00 PM,15,96,9,18,25,high
9:15:00 PM,15,104,12,16,20,normal
9:30:00 PM,15,104,22,17,23,high
9:45:00 PM,15,88,8,11,29,high
10:00:00 PM,15,20,3,0,16,normal
10:15:00 PM,15,17,2,1,30,normal
10:30:00 PM,15,17,4,0,23,normal
10:45:00 PM,15,15,5,0,21,normal
11:00:00 PM,15,10,0,1,31,normal
11:15:00 PM,15,11,1,1,19,normal
11:30:00 PM,15,12,2,0,29,normal
11:45:00 PM,15,11,0,1,11,low
12:00:00 AM,16,18,4,1,28,normal
12:15:00 AM,16,13,3,0,26,normal
12:30:00 AM,16,16,3,0,34,normal
12:45:00 AM,16,16,4,0,35,normal
1:00:00 AM,16,20,2,1,33,normal
1:15:00 AM,16,14,4,1,28,normal
1:30:00 AM,16,11,4,1,19,normal
1:45:00 AM,16,19,4,0,17,normal
2:00:00 AM,16,18,3,1,26,normal
2:15:00 AM,16,10,1,1,21,normal
2:30:00 AM,16,20,5,1,40,normal
2:45:00 AM,16,11,5,0,37,normal
3:00:00 AM,16,15,4,1,29,normal
3:15:00 AM,16,16,2,1,27,normal
3:30:00 AM,16,10,3,1,23,normal
3:45:00 AM,16,16,5,1,31,normal
4:00:00 AM,16,20,0,1,30,normal
4:15:00 AM,16,61,4,5,17,normal
4:30:00 AM,16,91,8,6,2,low
4:45:00 AM,16,94,4,5,2,low
5:00:00 AM,16,117,8,6,16,normal
5:15:00 AM,16,111,14,10,14,normal
5:30:00 AM,16,91,2,3,5,low
5:45:00 AM,16,96,9,1,16,normal
6:00:00 AM,16,134,15,42,5,heavy
6:15:00 AM,16,121,35,39,4,heavy
6:30:00 AM,16,118,40,40,3,heavy
6:45:00 AM,16,115,17,40,1,heavy
7:00:00 AM,16,106,22,37,0,high
7:15:00 AM,16,147,26,40,0,heavy
7:30:00 AM,16,102,13,31,2,high
7:45:00 AM,16,102,12,24,3,normal
8:00:00 AM,16,130,40,31,2,heavy
8:15:00 AM,16,102,17,33,0,high
8:30:00 AM,16,105,13,48,5,heavy
8:45:00 AM,16,129,24,25,0,heavy
9:00:00 AM,16,117,11,45,0,heavy
9:15:00 AM,16,74,14,23,21,high
9:30:00 AM,16,80,14,35,18,high
9:45:00 AM,16,31,7,34,24,normal
10:00:00 AM,16,18,15,9,15,normal
10:15:00 AM,16,15,10,23,20,normal
10:30:00 AM,16,37,18,8,16,normal
10:45:00 AM,16,10,7,5,14,normal
11:00:00 AM,16,54,6,15,23,normal
11:15:00 AM,16,34,7,5,24,normal
11:30:00 AM,16,50,7,8,21,normal
11:45:00 AM,16,44,9,10,24,normal
12:00:00 PM,16,63,8,15,24,normal
12:15:00 PM,16,56,6,6,29,normal
12:30:00 PM,16,69,5,13,27,high
12:45:00 PM,16,39,5,3,30,normal
1:00:00 PM,16,61,10,14,24,normal
1:15:00 PM,16,61,30,5,20,normal
1:30:00 PM,16,20,17,9,5,low
1:45:00 PM,16,70,22,38,7,high
