Time,Node,CarCount,BikeCount,BusCount,TruckCount,TrafficSituation
05:00:00,16,117,8,6,16,normal
06:00:00,16,134,15,42,5,heavy
07:00:00,16,106,22,37,0,high
08:00:00,16,130,40,31,2,heavy
09:00:00,16,117,11,45,0,heavy
10:00:00,16,18,15,9,15,normal
11:00:00,16,54,6,15,23,normal
12:00:00,16,63,8,15,24,normal
13:00:00,16,61,10,14,24,normal
14:00:00,16,25,30,31,9,normal
15:00:00,16,40,20,36,7,normal
16:00:00,16,111,32,43,5,heavy
17:00:00,16,128,22,28,8,heavy
18:00:00,16,106,11,41,7,high
19:00:00,16,108,6,17,23,high
20:00:00,16,70,16,19,33,high
21:00:00,16,73,16,14,34,high
22:00:00,16,15,5,1,32,normal
23:00:00,16,15,5,0,21,normal
00:00:00,17,15,2,0,25,normal
01:00:00,17,17,2,0,24,normal
02:00:00,17,13,5,0,17,normal
03:00:00,17,14,0,0,16,normal
04:00:00,17,16,0,0,36,normal
05:00:00,17,94,15,2,9,normal
06:00:00,17,106,13,39,1,high
07:00:00,17,113,11,32,1,high
08:00:00,17,146,10,30,3,heavy
09:00:00,17,132,18,32,2,heavy
10:00:00,17,78,22,16,25,high
11:00:00,17,41,5,4,24,normal
12:00:00,17,54,7,4,28,normal
13:00:00,17,28,6,3,27,normal
14:00:00,17,82,13,28,5,high
15:00:00,17,120,20,21,18,heavy
16:00:00,17,144,40,29,10,normal
17:00:00,17,147,28,23,5,heavy
18:00:00,17,118,40,29,10,heavy
19:00:00,17,96,11,15,14,normal
20:00:00,17,61,23,13,18,normal
21:00:00,17,77,15,12,29,high
22:00:00,17,14,1,1,22,normal
23:00:00,17,13,4,0,28,normal
00:00:00,18,12,3,0,38,normal
01:00:00,18,15,5,0,21,normal
02:00:00,18,15,0,1,37,normal
03:00:00,18,15,1,1,36,normal
04:00:00,18,18,5,1,30,normal
05:00:00,18,99,4,7,19,normal
06:00:00,18,128,11,46,4,heavy
07:00:00,18,141,15,21,5,heavy
08:00:00,18,140,40,36,1,heavy
09:00:00,18,120,27,38,4,heavy
10:00:00,18,65,4,19,21,normal
11:00:00,18,43,7,7,29,normal
12:00:00,18,35,5,12,20,normal
13:00:00,18,49,5,11,21,normal
14:00:00,18,96,22,36,5,high
15:00:00,18,14,16,9,14,normal
16:00:00,18,110,15,46,5,heavy
17:00:00,18,113,13,36,5,normal
18:00:00,18,139,25,43,7,heavy
19:00:00,18,103,14,13,9,normal
20:00:00,18,98,8,10,19,normal
21:00:00,18,57,18,13,28,high
22:00:00,18,10,4,1,38,normal
23:00:00,18,20,1,0,27,normal
00:00:00,19,13,5,0,12,low
01:00:00,19,16,3,0,15,normal
02:00:00,19,19,0,1,20,normal
03:00:00,19,12,3,1,13,normal
04:00:00,19,18,2,0,16,normal
05:00:00,19,88,3,6,4,low
06:00:00,19,107,26,31,2,high
07:00:00,19,113,38,50,3,heavy
08:00:00,19,133,31,27,2,heavy
09:00:00,19,132,11,24,3,heavy
10:00:00,19,10,1,13,7,low
11:00:00,19,64,9,14,20,normal
12:00:00,19,67,7,8,22,normal
13:00:00,19,54,6,12,21,normal
14:00:00,19,52,13,15,10,low
15:00:00,19,31,10,27,8,normal
16:00:00,19,133,10,46,10,heavy
17:00:00,19,118,32,48,6,heavy
18:00:00,19,121,16,42,8,heavy
19:00:00,19,97,21,10,8,normal
20:00:00,19,105,16,15,6,normal
21:00:00,19,88,10,14,11,normal
22:00:00,19,18,1,0,10,low
23:00:00,19,13,4,0,32,normal
00:00:00,20,17,5,0,37,normal
01:00:00,20,12,4,0,29,normal
02:00:00,20,20,4,1,21,normal
03:00:00,20,12,3,0,40,normal
04:00:00,20,13,0,0,38,normal
05:00:00,20,70,6,7,14,normal
06:00:00,20,41,16,7,15,normal
07:00:00,20,66,6,3,14,normal
08:00:00,20,54,18,3,12,low
09:00:00,20,54,11,0,13,normal
10:00:00,20,166,63,22,1,heavy
11:00:00,20,171,46,15,3,heavy
12:00:00,20,179,44,23,1,heavy
13:00:00,20,132,68,22,4,heavy
14:00:00,20,144,65,20,3,heavy
15:00:00,20,140,70,23,4,heavy
16:00:00,20,81,29,5,0,normal
17:00:00,20,55,28,5,0,low
18:00:00,20,89,26,0,2,normal
19:00:00,20,60,21,2,1,low
20:00:00,20,23,4,0,5,low
21:00:00,20,39,6,6,1,low
22:00:00,20,19,1,0,11,low
23:00:00,20,12,2,0,20,normal
00:00:00,21,19,5,1,30,normal
01:00:00,21,20,0,1,17,normal
02:00:00,21,18,5,0,29,normal
03:00:00,21,19,5,1,31,normal
04:00:00,21,10,3,0,32,normal
05:00:00,21,87,7,7,4,low
06:00:00,21,100,40,29,5,heavy
07:00:00,21,142,27,27,4,heavy
08:00:00,21,102,16,43,4,high
09:00:00,21,121,13,25,2,normal
10:00:00,21,58,9,25,13,normal
11:00:00,21,47,10,6,22,normal
12:00:00,21,56,5,4,29,normal
13:00:00,21,30,7,3,30,normal
14:00:00,21,45,16,15,5,low
15:00:00,21,106,17,7,12,normal
16:00:00,21,138,18,20,8,heavy
17:00:00,21,149,22,37,8,heavy
18:00:00,21,112,34,39,9,heavy
19:00:00,21,85,14,14,13,normal
20:00:00,21,96,15,12,27,high
21:00:00,21,65,16,12,32,high
22:00:00,21,11,3,0,34,normal
23:00:00,21,20,4,1,26,normal
00:00:00,22,10,3,0,33,normal
01:00:00,22,20,4,1,17,normal
02:00:00,22,19,5,0,15,normal
03:00:00,22,13,1,1,33,normal
04:00:00,22,13,4,0,17,normal
05:00:00,22,114,28,8,16,normal
06:00:00,22,150,19,24,3,heavy
07:00:00,22,149,36,35,1,heavy
08:00:00,22,111,38,50,5,heavy
09:00:00,22,114,21,23,1,normal
10:00:00,22,65,10,6,27,normal
11:00:00,22,36,8,3,29,normal
12:00:00,22,57,8,10,22,normal
13:00:00,22,43,9,3,25,normal
14:00:00,22,20,27,32,12,normal
15:00:00,22,60,18,28,12,high
16:00:00,22,132,12,27,9,heavy
17:00:00,22,110,30,46,5,heavy
18:00:00,22,144,39,43,8,heavy
19:00:00,22,54,17,17,19,normal
20:00:00,22,85,13,16,24,high
21:00:00,22,63,18,11,5,low
22:00:00,22,12,5,0,27,normal
23:00:00,22,14,5,0,37,normal
00:00:00,23,13,2,1,17,normal
01:00:00,23,12,0,1,16,normal
02:00:00,23,11,1,0,22,normal
03:00:00,23,20,1,1,16,normal
04:00:00,23,10,2,1,36,normal
05:00:00,23,72,7,1,4,low
06:00:00,23,120,36,32,0,heavy
07:00:00,23,105,35,24,2,normal
08:00:00,23,118,19,21,1,normal
09:00:00,23,147,12,32,0,heavy
10:00:00,23,18,6,6,6,low
11:00:00,23,57,9,5,23,normal
12:00:00,23,45,8,13,29,normal
13:00:00,23,63,5,8,29,normal
14:00:00,23,67,20,24,12,normal
15:00:00,23,11,18,22,10,normal
16:00:00,23,104,40,22,9,heavy
17:00:00,23,119,29,40,10,heavy
18:00:00,23,110,12,47,8,heavy
19:00:00,23,76,5,14,20,normal
20:00:00,23,67,23,14,13,normal
21:00:00,23,73,18,10,35,high
22:00:00,23,18,3,0,11,low
23:00:00,23,16,1,0,32,normal
00:00:00,24,17,2,0,18,normal
01:00:00,24,11,4,0,12,low
02:00:00,24,19,2,1,33,normal
03:00:00,24,19,4,1,17,normal
04:00:00,24,10,1,0,12,low
05:00:00,24,119,25,10,9,normal
06:00:00,24,109,40,38,0,heavy
07:00:00,24,101,20,47,5,heavy
08:00:00,24,137,40,21,5,heavy
09:00:00,24,116,24,32,5,heavy
10:00:00,24,90,25,26,10,high
11:00:00,24,59,9,9,21,normal
12:00:00,24,29,5,12,21,normal
13:00:00,24,43,10,15,21,normal
14:00:00,24,75,23,31,13,high
15:00:00,24,47,21,9,18,normal
16:00:00,24,100,21,45,9,heavy
17:00:00,24,136,38,20,5,heavy
18:00:00,24,111,12,44,6,heavy
19:00:00,24,64,25,11,15,normal
20:00:00,24,76,16,10,31,high
21:00:00,24,102,18,19,29,heavy
22:00:00,24,16,1,1,26,normal
23:00:00,24,20,1,1,27,normal
00:00:00,25,11,5,0,24,normal
01:00:00,25,20,0,0,10,low
02:00:00,25,15,1,1,15,normal
03:00:00,25,10,4,1,37,normal
04:00:00,25,20,3,1,35,normal
05:00:00,25,85,7,3,18,normal
06:00:00,25,113,40,36,4,heavy
07:00:00,25,136,29,23,0,heavy
08:00:00,25,131,19,26,1,heavy
09:00:00,25,136,26,20,4,heavy
10:00:00,25,24,17,17,9,normal
11:00:00,25,27,7,10,22,normal
12:00:00,25,70,8,3,22,normal
13:00:00,25,40,10,11,28,normal
14:00:00,25,22,28,11,18,normal
15:00:00,25,92,18,31,6,high
16:00:00,25,144,15,42,8,heavy
17:00:00,25,121,37,29,8,heavy
18:00:00,25,100,16,37,7,high
19:00:00,25,75,9,14,6,low
20:00:00,25,87,21,14,34,high
21:00:00,25,76,9,17,14,normal
22:00:00,25,13,5,0,18,normal
23:00:00,25,17,4,0,11,low
00:00:00,26,15,5,1,23,normal
01:00:00,26,16,1,0,38,normal
02:00:00,26,18,2,0,37,normal
03:00:00,26,17,5,1,19,normal
04:00:00,26,14,5,0,39,normal
05:00:00,26,55,15,1,10,low
06:00:00,26,106,27,45,5,heavy
07:00:00,26,146,17,34,0,heavy
08:00:00,26,135,23,48,0,heavy
09:00:00,26,142,19,31,1,heavy
10:00:00,26,84,11,27,26,high
11:00:00,26,57,10,4,27,normal
12:00:00,26,60,10,12,21,normal
13:00:00,26,21,5,4,25,normal
14:00:00,26,60,18,21,10,normal
15:00:00,26,84,25,5,9,normal
16:00:00,26,127,27,40,5,heavy
17:00:00,26,132,12,45,9,heavy
18:00:00,26,136,39,39,6,heavy
19:00:00,26,99,9,15,29,high
20:00:00,26,91,18,18,9,normal
21:00:00,26,98,18,20,22,high
22:00:00,26,17,5,1,16,normal
23:00:00,26,17,0,0,27,normal
00:00:00,27,16,3,0,28,normal
01:00:00,27,12,3,0,26,normal
02:00:00,27,19,1,0,38,normal
03:00:00,27,19,5,1,18,normal
04:00:00,27,10,4,0,36,normal
05:00:00,27,80,18,6,11,normal
06:00:00,27,76,14,1,12,low
07:00:00,27,38,7,1,13,normal
08:00:00,27,31,14,3,14,normal
09:00:00,27,42,9,2,13,normal
10:00:00,27,167,60,27,3,heavy
11:00:00,27,171,60,18,1,heavy
12:00:00,27,148,48,13,2,heavy
13:00:00,27,132,58,15,4,heavy
14:00:00,27,137,46,13,2,heavy
15:00:00,27,134,65,10,2,heavy
16:00:00,27,80,22,17,0,normal
17:00:00,27,53,28,21,1,normal
18:00:00,27,66,23,10,0,low
19:00:00,27,81,22,18,2,normal
20:00:00,27,31,6,0,15,normal
21:00:00,27,24,11,6,2,low
22:00:00,27,20,4,0,39,normal
23:00:00,27,17,5,1,31,normal
00:00:00,28,18,0,0,27,normal
01:00:00,28,20,0,0,11,low
02:00:00,28,11,2,0,18,normal
03:00:00,28,10,2,1,34,normal
04:00:00,28,18,3,0,17,normal
05:00:00,28,74,24,10,20,normal
06:00:00,28,104,32,23,5,normal
07:00:00,28,108,13,38,1,high
08:00:00,28,121,35,32,0,heavy
09:00:00,28,138,32,26,4,heavy
10:00:00,28,80,6,12,6,low
11:00:00,28,36,9,9,30,normal
12:00:00,28,41,7,5,26,normal
13:00:00,28,63,8,15,30,high
14:00:00,28,46,20,18,5,normal
15:00:00,28,45,24,31,11,normal
16:00:00,28,101,37,48,9,heavy
17:00:00,28,125,12,20,8,normal
18:00:00,28,123,37,46,8,heavy
19:00:00,28,103,12,17,23,high
20:00:00,28,74,10,12,32,high
21:00:00,28,104,22,10,14,normal
22:00:00,28,20,5,0,21,normal
23:00:00,28,17,0,1,12,low
00:00:00,29,14,1,1,35,normal
01:00:00,29,19,5,0,12,low
02:00:00,29,18,4,1,31,normal
03:00:00,29,18,2,1,19,normal
04:00:00,29,16,0,0,30,normal
05:00:00,29,82,2,4,14,normal
06:00:00,29,112,30,26,0,heavy
07:00:00,29,132,25,40,2,heavy
08:00:00,29,140,31,21,4,heavy
09:00:00,29,117,14,39,0,heavy
10:00:00,29,38,12,35,25,normal
11:00:00,29,32,6,10,23,normal
12:00:00,29,55,7,8,27,normal
13:00:00,29,46,6,7,21,normal
14:00:00,29,56,14,38,12,high
15:00:00,29,53,27,27,17,high
16:00:00,29,120,14,25,8,normal
17:00:00,29,131,29,34,8,heavy
18:00:00,29,112,13,37,6,heavy
19:00:00,29,61,23,18,34,high
20:00:00,29,58,17,20,22,high
21:00:00,29,57,14,11,16,normal
22:00:00,29,15,4,0,27,normal
23:00:00,29,16,0,1,29,normal
00:00:00,30,13,3,1,12,low
01:00:00,30,10,3,1,12,low
02:00:00,30,18,1,0,27,normal
03:00:00,30,10,5,0,33,normal
04:00:00,30,20,4,0,34,normal
05:00:00,30,94,1,1,14,normal
06:00:00,30,112,15,24,1,normal
07:00:00,30,140,38,38,0,heavy
08:00:00,30,147,32,25,4,heavy
09:00:00,30,109,25,49,2,heavy
10:00:00,30,57,4,36,14,normal
11:00:00,30,26,8,11,20,normal
12:00:00,30,59,10,11,30,normal
13:00:00,30,67,9,11,21,normal
14:00:00,30,83,22,40,20,high
15:00:00,30,20,19,25,8,normal
16:00:00,30,137,14,41,10,heavy
17:00:00,30,105,38,34,7,heavy
18:00:00,30,109,21,24,10,normal
19:00:00,30,104,5,16,16,normal
20:00:00,30,68,6,15,34,high
21:00:00,30,67,19,12,9,low
22:00:00,30,19,4,1,26,normal
23:00:00,30,18,4,0,11,low
00:00:00,31,18,1,0,30,normal
01:00:00,31,12,0,0,33,normal
02:00:00,31,10,0,1,38,normal
03:00:00,31,17,1,0,34,normal
04:00:00,31,13,0,0,16,normal
05:00:00,31,60,20,5,6,low
06:00:00,31,129,31,36,1,heavy
07:00:00,31,134,10,44,0,heavy
08:00:00,31,147,21,41,5,heavy
09:00:00,31,145,25,20,5,heavy
10:00:00,31,35,22,22,18,normal
11:00:00,31,50,8,5,24,normal
12:00:00,31,25,7,5,20,normal
13:00:00,31,63,8,13,22,normal
14:00:00,31,54,10,20,9,normal
15:00:00,31,25,24,19,10,normal
16:00:00,31,126,24,35,8,heavy
17:00:00,31,137,19,23,9,heavy
18:00:00,31,117,34,36,10,heavy
19:00:00,31,102,23,16,24,high
20:00:00,31,100,18,16,34,heavy
21:00:00,31,69,13,13,8,low
22:00:00,31,11,4,0,31,normal
23:00:00,31,12,2,1,28,normal
00:00:00,1,14,0,0,34,normal
01:00:00,1,13,2,1,26,normal
02:00:00,1,17,1,0,29,normal
03:00:00,1,20,5,1,34,normal
04:00:00,1,16,4,0,18,normal
05:00:00,1,102,15,2,7,normal
06:00:00,1,109,38,34,5,heavy
07:00:00,1,138,21,28,1,heavy
08:00:00,1,128,15,43,5,heavy
09:00:00,1,149,26,46,1,heavy
10:00:00,1,97,2,16,7,normal
11:00:00,1,32,5,3,21,normal
12:00:00,1,45,5,5,24,normal
13:00:00,1,40,9,5,20,normal
14:00:00,1,50,23,21,11,normal
15:00:00,1,108,12,23,8,normal
16:00:00,1,102,37,48,9,heavy
17:00:00,1,146,18,49,9,heavy
18:00:00,1,127,35,23,10,heavy
19:00:00,1,87,6,18,30,high
20:00:00,1,90,7,17,31,high
21:00:00,1,62,22,20,20,normal
22:00:00,1,17,4,0,36,normal
23:00:00,1,12,4,0,31,normal
00:00:00,2,12,5,1,38,normal
01:00:00,2,14,5,1,21,normal
02:00:00,2,12,3,0,39,normal
03:00:00,2,13,1,1,13,normal
04:00:00,2,19,3,1,12,low
05:00:00,2,78,2,4,9,low
06:00:00,2,143,33,27,1,heavy
07:00:00,2,101,20,42,4,normal
08:00:00,2,126,10,26,4,high
09:00:00,2,140,27,36,2,heavy
10:00:00,2,59,5,36,12,high
11:00:00,2,36,5,14,25,normal
12:00:00,2,48,10,13,23,normal
13:00:00,2,26,6,9,29,normal
14:00:00,2,52,19,26,10,normal
15:00:00,2,24,20,15,17,normal
16:00:00,2,145,30,40,8,normal
17:00:00,2,100,15,29,7,high
18:00:00,2,149,17,41,9,heavy
19:00:00,2,50,21,14,9,low
20:00:00,2,71,22,12,14,normal
21:00:00,2,95,15,18,9,normal
22:00:00,2,15,4,1,21,normal
23:00:00,2,15,2,1,14,normal
00:00:00,3,13,0,0,32,normal
01:00:00,3,14,1,1,11,low
02:00:00,3,11,5,1,11,low
03:00:00,3,17,5,0,15,normal
04:00:00,3,20,0,0,12,low
05:00:00,3,33,17,0,13,normal
06:00:00,3,75,6,7,13,normal
07:00:00,3,27,10,2,12,low
08:00:00,3,54,10,4,14,normal
09:00:00,3,36,20,0,13,normal
10:00:00,3,139,44,16,1,heavy
11:00:00,3,132,65,23,0,heavy
12:00:00,3,148,70,15,0,heavy
13:00:00,3,147,52,26,0,heavy
14:00:00,3,144,59,14,2,heavy
15:00:00,3,179,60,12,0,heavy
16:00:00,3,78,24,19,2,normal
17:00:00,3,79,26,21,2,normal
18:00:00,3,53,22,13,2,low
19:00:00,3,71,26,19,1,normal
20:00:00,3,40,10,5,10,low
21:00:00,3,44,2,6,5,low
22:00:00,3,10,0,0,29,normal
23:00:00,3,12,1,0,40,normal
00:00:00,4,13,2,0,25,normal
01:00:00,4,15,5,0,10,low
02:00:00,4,14,0,1,12,low
03:00:00,4,17,0,1,30,normal
04:00:00,4,10,2,0,30,normal
05:00:00,4,113,6,9,10,normal
06:00:00,4,102,21,42,3,heavy
07:00:00,4,123,35,45,1,heavy
08:00:00,4,148,37,46,2,heavy
09:00:00,4,143,28,46,1,heavy
10:00:00,4,59,11,33,25,high
11:00:00,4,26,8,8,24,normal
12:00:00,4,36,5,14,22,normal
13:00:00,4,20,8,15,26,normal
14:00:00,4,73,13,19,9,normal
15:00:00,4,112,16,30,11,heavy
16:00:00,4,107,28,45,8,heavy
17:00:00,4,117,36,41,10,heavy
18:00:00,4,134,35,26,7,heavy
19:00:00,4,91,17,18,29,high
20:00:00,4,89,25,20,24,high
21:00:00,4,61,10,16,27,high
22:00:00,4,10,1,1,12,low
23:00:00,4,19,2,0,36,normal
00:00:00,5,15,4,0,37,normal
01:00:00,5,18,1,1,34,normal
02:00:00,5,12,4,1,37,normal
03:00:00,5,16,4,0,29,normal
04:00:00,5,11,4,0,20,normal
05:00:00,5,92,23,3,19,normal
06:00:00,5,147,26,44,5,heavy
07:00:00,5,103,27,21,4,normal
08:00:00,5,101,37,32,0,heavy
09:00:00,5,128,16,34,0,heavy
10:00:00,5,42,2,29,9,normal
11:00:00,5,37,5,12,29,normal
12:00:00,5,38,6,6,24,normal
13:00:00,5,24,7,4,20,normal
14:00:00,5,120,12,40,13,heavy
15:00:00,5,114,21,10,9,normal
16:00:00,5,141,15,20,6,heavy
17:00:00,5,110,25,46,6,heavy
18:00:00,5,142,27,30,5,heavy
19:00:00,5,102,15,11,29,high
20:00:00,5,53,19,11,18,normal
21:00:00,5,109,6,15,18,normal
22:00:00,5,15,1,1,25,normal
23:00:00,5,14,0,0,28,normal
00:00:00,6,11,3,0,26,normal
01:00:00,6,11,1,1,40,normal
02:00:00,6,14,5,0,17,normal
03:00:00,6,10,2,0,24,normal
04:00:00,6,18,3,0,22,normal
05:00:00,6,81,16,7,14,normal
06:00:00,6,138,35,47,4,heavy
07:00:00,6,148,10,28,2,heavy
08:00:00,6,108,27,44,5,heavy
09:00:00,6,103,35,50,2,heavy
10:00:00,6,84,18,18,28,high
11:00:00,6,63,10,8,28,normal
12:00:00,6,41,8,7,27,normal
13:00:00,6,68,7,5,25,normal
14:00:00,6,70,21,32,18,high
15:00:00,6,99,18,7,20,normal
16:00:00,6,139,25,41,5,heavy
17:00:00,6,137,15,37,7,heavy
18:00:00,6,145,27,35,7,heavy
19:00:00,6,83,11,14,33,high
20:00:00,6,58,18,14,6,low
21:00:00,6,105,14,13,32,high
22:00:00,6,16,1,1,24,normal
23:00:00,6,19,1,0,31,normal
00:00:00,7,17,3,0,20,normal
01:00:00,7,12,5,1,21,normal
02:00:00,7,14,0,1,37,normal
03:00:00,7,15,1,1,15,normal
04:00:00,7,19,2,0,32,normal
05:00:00,7,67,23,7,3,low
06:00:00,7,121,22,30,0,heavy
07:00:00,7,131,28,43,5,heavy
08:00:00,7,106,19,38,4,normal
09:00:00,7,126,31,48,2,heavy
10:00:00,7,51,14,33,14,high
11:00:00,7,70,5,5,29,normal
12:00:00,7,20,6,6,23,normal
13:00:00,7,36,5,6,20,normal
14:00:00,7,113,20,7,13,normal
15:00:00,7,114,11,39,13,heavy
16:00:00,7,120,32,39,9,heavy
17:00:00,7,103,13,37,10,high
18:00:00,7,144,13,40,10,heavy
19:00:00,7,56,5,17,14,normal
20:00:00,7,76,24,14,15,normal
21:00:00,7,110,18,18,10,normal
22:00:00,7,16,5,0,21,normal
23:00:00,7,15,4,1,39,normal
00:00:00,8,17,2,1,20,normal
01:00:00,8,12,2,1,17,normal
02:00:00,8,15,1,0,21,normal
03:00:00,8,17,5,1,17,normal
04:00:00,8,12,3,0,32,normal
05:00:00,8,99,25,6,6,normal
06:00:00,8,133,28,31,3,heavy
07:00:00,8,112,33,29,3,heavy
08:00:00,8,135,35,38,3,heavy
09:00:00,8,101,19,23,5,normal
10:00:00,8,42,25,37,12,high
11:00:00,8,36,9,8,28,normal
12:00:00,8,66,9,6,30,normal
13:00:00,8,27,6,14,30,normal
14:00:00,8,93,10,9,15,normal
15:00:00,8,74,23,13,20,normal
16:00:00,8,145,12,24,8,heavy
17:00:00,8,120,35,43,7,heavy
18:00:00,8,108,40,25,6,heavy
19:00:00,8,59,13,18,27,high
20:00:00,8,109,5,16,17,normal
21:00:00,8,99,19,15,28,high
22:00:00,8,16,5,0,14,normal
23:00:00,8,14,4,1,27,normal
00:00:00,9,14,3,0,28,normal
01:00:00,9,18,3,0,14,normal
02:00:00,9,17,0,0,32,normal
03:00:00,9,11,1,1,35,normal
04:00:00,9,12,0,1,16,normal
05:00:00,9,63,29,5,15,normal
06:00:00,9,141,30,31,1,heavy
07:00:00,9,144,14,33,4,heavy
08:00:00,9,101,10,48,5,high
09:00:00,9,139,15,28,2,heavy
